Date,RainTomorrow_prob
2016-09-07,0.19743992
2016-09-08,0.15396531
2016-09-09,0.1003237
2016-09-10,0.20780489
2016-09-11,0.06439741
2016-09-12,0.08920005
2016-09-13,0.20091034
2016-09-14,0.4253826
2016-09-15,0.23115404
2016-09-16,0.108514406
2016-09-17,0.12144632
2016-09-18,0.16595878
2016-09-19,0.36025047
2016-09-20,0.032969303
2016-09-21,0.14626133
2016-09-22,0.17231749
2016-09-23,0.16464049
2016-09-24,0.12194105
2016-09-25,0.067789204
2016-09-26,0.039591644
2016-09-27,0.15264082
2016-09-28,0.039411668
2016-09-29,0.26549104
2016-09-30,0.23735812
2016-10-01,0.3191667
2016-10-02,0.048903838
2016-10-03,0.45299956
2016-10-04,0.15570433
2016-10-05,0.05945195
2016-10-06,0.08175488
2016-10-07,0.048803043
2016-10-08,0.15882331
2016-10-09,0.059180956
2016-10-10,0.075156115
2016-10-11,0.051377326
2016-10-12,0.027327737
2016-10-13,0.121454924
2016-10-14,0.024895951
2016-10-15,0.02344043
2016-10-16,0.045250237
2016-10-17,0.22001278
2016-10-18,0.0318268
2016-10-19,0.07567435
2016-10-20,0.06492126
2016-10-21,0.05476684
2016-10-22,0.53354615
2016-10-23,0.07884765
2016-10-24,0.033766184
2016-10-25,0.032908667
2016-10-26,0.041276112
2016-10-27,0.11031508
2016-10-28,0.38680312
2016-10-29,0.049749084
2016-10-30,0.065367594
2016-10-31,0.10265795
2016-11-01,0.1729598
2016-11-02,0.097053476
2016-11-03,0.055722058
2016-11-04,0.061378613
2016-11-05,0.18919696
2016-11-06,0.1612547
2016-11-07,0.0742736
2016-11-08,0.04947901
2016-11-09,0.35930762
2016-11-10,0.13314141
2016-11-11,0.07485929
2016-11-12,0.31257975
2016-11-13,0.09134173
2016-11-14,0.14345525
2016-11-15,0.14049628
2016-11-16,0.07502479
2016-11-17,0.1040459
2016-11-18,0.09577592
2016-11-19,0.09517192
2016-11-20,0.05081749
2016-11-21,0.038848057
2016-11-22,0.16583899
2016-11-23,0.063146226
2016-11-24,0.050919708
2016-11-25,0.09382472
2016-11-26,0.045616057
2016-11-27,0.074793875
2016-11-28,0.07677234
2016-11-29,0.10482099
2016-12-17,0.20143516
2016-12-18,0.10003073
2016-12-19,0.0660734
2016-12-20,0.095986195
2016-12-21,0.050994504
2016-12-22,0.20765865
2016-12-23,0.088610195
2016-12-24,0.05700719
2016-12-25,0.08469494
2016-12-26,0.045828354
2016-12-27,0.17075764
2016-12-28,0.1020008
2016-12-29,0.312239
2016-12-30,0.2200535
2016-12-31,0.34589332
2016-09-01,0.37340423
2016-09-02,0.8804104
2016-09-03,0.5064237
2016-09-04,0.15000235
2016-09-05,0.14635429
2016-09-06,0.1596771
2016-09-07,0.3612227
2016-09-08,0.1262728
2016-09-09,0.67089134
2016-09-10,0.36197612
2016-09-11,0.18162191
2016-09-12,0.35780993
2016-09-13,0.15974261
2016-09-14,0.85961163
2016-09-15,0.08484475
2016-09-16,0.35104463
2016-09-17,0.2947947
2016-09-18,0.7643552
2016-09-19,0.12121682
2016-09-20,0.14837246
2016-09-21,0.9401879
2016-09-22,0.83838403
2016-09-23,0.0720042
2016-09-24,0.18255939
2016-09-25,0.19999716
2016-09-26,0.05844042
2016-09-27,0.0838796
2016-09-28,0.11426977
2016-09-29,0.3791416
2016-09-30,0.2149676
2016-10-01,0.16033599
2016-10-02,0.13530768
2016-10-03,0.0978766
2016-10-04,0.034985717
2016-10-05,0.024267929
2016-10-06,0.07578317
2016-10-07,0.039210346
2016-10-08,0.078580804
2016-10-09,0.0532834
2016-10-10,0.04962199
2016-10-11,0.20689832
2016-10-12,0.05793201
2016-10-13,0.09906428
2016-10-14,0.22812676
2016-10-15,0.04676056
2016-10-16,0.037753697
2016-10-17,0.08188306
2016-10-18,0.11833592
2016-10-19,0.118447445
2016-10-20,0.10727501
2016-10-21,0.08394237
2016-10-22,0.25915486
2016-10-23,0.026392043
2016-10-24,0.053583317
2016-10-25,0.059401974
2016-10-26,0.037231743
2016-10-27,0.028526464
2016-10-28,0.04043751
2016-10-29,0.036351778
2016-10-30,0.054804586
2016-10-31,0.09576939
2016-11-01,0.15204766
2016-11-02,0.12678823
2016-11-03,0.10620616
2016-11-04,0.0432563
2016-11-05,0.072292216
2016-11-06,0.089537136
2016-11-07,0.05190961
2016-11-08,0.0812403
2016-11-09,0.13479528
2016-11-10,0.18220083
2016-11-11,0.18674582
2016-11-12,0.08856776
2016-11-13,0.057694376
2016-11-14,0.050703492
2016-11-15,0.07035205
2016-11-16,0.05139212
2016-11-17,0.035756536
2016-11-24,0.16483201
2016-11-25,0.11259422
2016-11-26,0.048595347
2016-11-30,0.37271267
2016-12-01,0.27674666
2016-12-02,0.15203555
2016-12-03,0.2245958
2016-12-04,0.47520384
2016-12-05,0.48240212
2016-12-06,0.21043934
2016-12-07,0.06631608
2016-12-08,0.29980168
2016-12-09,0.15203996
2016-12-10,0.07613252
2016-12-11,0.043123122
2016-12-12,0.20686787
2016-12-13,0.2245958
2016-12-14,0.13532184
2016-12-15,0.2304111
2016-12-16,0.13008784
2016-12-17,0.05744232
2016-12-18,0.047648843
2016-12-19,0.058094177
2016-12-20,0.16122383
2016-12-21,0.12957458
2016-12-22,0.053242467
2016-12-23,0.2527689
2016-12-24,0.33943275
2016-12-25,0.24960288
2016-12-26,0.18941471
2016-12-27,0.37481526
2016-12-28,0.37966555
2016-12-29,0.45436755
2016-12-30,0.45501232
2016-12-31,0.38884512
2016-09-01,0.2845982
2016-09-02,0.13402595
2016-09-03,0.10088033
2016-09-04,0.4444942
2016-09-05,0.3769144
2016-09-06,0.25416967
2016-09-07,0.14493485
2016-09-08,0.27337864
2016-09-09,0.37840098
2016-09-10,0.3309119
2016-09-11,0.45691976
2016-09-12,0.17793618
2016-09-13,0.37044996
2016-09-14,0.30099893
2016-09-15,0.36811787
2016-09-16,0.6519539
2016-09-17,0.29477948
2016-09-18,0.5798664
2016-09-19,0.14242454
2016-09-20,0.1807508
2016-09-21,0.18747869
2016-09-22,0.16586961
2016-09-23,0.43133596
2016-09-24,0.2825424
2016-09-25,0.21639977
2016-09-26,0.26625505
2016-09-27,0.36682805
2016-09-28,0.4820455
2016-09-29,0.16177104
2016-09-30,0.18508027
2016-10-01,0.26621228
2016-10-02,0.13708849
2016-10-03,0.24628711
2016-10-04,0.45483798
2016-10-05,0.54074216
2016-10-06,0.077533364
2016-10-07,0.20896527
2016-10-08,0.10722453
2016-10-09,0.48213655
2016-10-10,0.09595752
2016-10-11,0.37402555
2016-10-12,0.16987637
2016-10-13,0.3315915
2016-10-14,0.32595173
2016-10-15,0.19447152
2016-10-16,0.33887893
2016-10-17,0.07542324
2016-10-18,0.14108121
2016-10-19,0.128968
2016-10-20,0.2411452
2016-10-21,0.09099195
2016-10-22,0.25770462
2016-10-23,0.115403295
2016-10-24,0.26348728
2016-10-25,0.17192215
2016-10-26,0.15345201
2016-10-27,0.07395133
2016-10-28,0.4073029
2016-10-29,0.13429488
2016-10-30,0.18044314
2016-10-31,0.30621725
2016-11-01,0.20158441
2016-11-02,0.19636278
2016-11-03,0.14983036
2016-11-04,0.08656723
2016-11-05,0.060598515
2016-11-06,0.48196143
2016-11-07,0.17023027
2016-11-08,0.039498456
2016-11-09,0.11323502
2016-11-10,0.23180753
2016-11-11,0.17995207
2016-11-12,0.280716
2016-11-13,0.35121965
2016-11-14,0.18717381
2016-11-15,0.3104079
2016-11-16,0.37462395
2016-11-17,0.5012399
2016-11-18,0.15513395
2016-11-19,0.12399298
2016-11-20,0.13146697
2016-11-21,0.07791335
2016-11-22,0.15495938
2016-11-23,0.33070654
2016-11-24,0.38802004
2016-11-25,0.10781399
2016-11-26,0.074481405
2016-11-27,0.12886277
2016-11-28,0.07392075
2016-11-29,0.1304482
2016-11-30,0.13361986
2016-12-01,0.11047019
2016-12-02,0.16481459
2016-12-03,0.09904898
2016-12-04,0.11200319
2016-12-05,0.045734953
2016-12-06,0.21148047
2016-12-07,0.9380263
2016-12-08,0.3136199
2016-12-09,0.57615066
2016-12-10,0.3217471
2016-12-11,0.14414456
2016-12-12,0.08276356
2016-12-13,0.2648121
2016-12-14,0.12342717
2016-12-15,0.16845901
2016-12-16,0.38569957
2016-12-17,0.113056354
2016-12-18,0.38073176
2016-12-19,0.13476689
2016-12-20,0.08967952
2016-12-21,0.08024242
2016-12-22,0.31672075
2016-12-23,0.15942971
2016-12-24,0.09939771
2016-12-25,0.10354637
2016-12-26,0.25051123
2016-12-27,0.07649508
2016-12-28,0.12342679
2016-12-29,0.08211797
2016-12-30,0.052036192
2016-12-31,0.10437685
2016-09-01,0.62921864
2016-09-02,0.30627733
2016-09-03,0.6095662
2016-09-04,0.29542357
2016-09-05,0.15428263
2016-09-06,0.24302785
2016-09-07,0.28695637
2016-09-08,0.103261426
2016-09-09,0.2542188
2016-09-10,0.28080285
2016-09-11,0.12691587
2016-09-12,0.16998804
2016-09-13,0.41783953
2016-09-14,0.81241965
2016-09-15,0.6888147
2016-09-16,0.28876513
2016-09-17,0.18595572
2016-09-18,0.7570679
2016-09-19,0.41291112
2016-09-20,0.25853625
2016-09-21,0.3780085
2016-09-22,0.2404301
2016-09-23,0.15543059
2016-09-24,0.20397922
2016-09-25,0.28538334
2016-09-26,0.33941302
2016-09-27,0.08226262
2016-09-28,0.051507127
2016-09-29,0.3444549
2016-09-30,0.068262756
2016-10-01,0.1005928
2016-10-02,0.31594098
2016-10-03,0.4874119
2016-10-04,0.071792476
2016-10-05,0.17628631
2016-10-06,0.04325042
2016-10-07,0.09251631
2016-10-08,0.042070717
2016-10-09,0.078514315
2016-10-10,0.032760497
2016-10-11,0.0509248
2016-10-12,0.018502364
2016-10-13,0.23809417
2016-10-14,0.15371038
2016-10-15,0.080041
2016-10-16,0.02812667
2016-10-17,0.21872897
2016-10-18,0.5216803
2016-10-19,0.0564271
2016-10-20,0.10537364
2016-10-21,0.10257667
2016-10-22,0.5106817
2016-10-23,0.04470533
2016-10-24,0.059526704
2016-10-25,0.0317849
2016-10-26,0.031290893
2016-10-27,0.04876727
2016-10-28,0.055642866
2016-10-29,0.15399933
2016-10-30,0.109203674
2016-10-31,0.48619348
2016-11-01,0.04342761
2016-11-02,0.066835254
2016-11-03,0.065182745
2016-11-04,0.0800564
2016-11-05,0.048267055
2016-11-06,0.24608465
2016-11-07,0.047359344
2016-11-08,0.17948349
2016-11-09,0.07243708
2016-11-10,0.17792086
2016-11-11,0.14117324
2016-11-12,0.06263766
2016-11-13,0.1593421
2016-11-14,0.2007496
2016-11-15,0.039068293
2016-11-16,0.05437021
2016-11-17,0.062302005
2016-11-18,0.05808711
2016-11-19,0.035307743
2016-11-20,0.03096751
2016-11-21,0.04665664
2016-11-22,0.038701337
2016-11-23,0.052097265
2016-11-24,0.056236375
2016-11-25,0.06718216
2016-11-26,0.035533715
2016-11-27,0.039078124
2016-11-28,0.026334908
2016-11-29,0.036394253
2016-11-30,0.21038385
2016-12-01,0.10039409
2016-12-02,0.19306622
2016-12-03,0.06801442
2016-12-04,0.10628745
2016-12-05,0.4148072
2016-12-06,0.43633702
2016-12-07,0.19329801
2016-12-08,0.35378388
2016-12-09,0.053596873
2016-12-10,0.06716355
2016-12-11,0.08258362
2016-12-12,0.035492346
2016-12-13,0.056276813
2016-12-14,0.06689971
2016-12-15,0.12022188
2016-12-16,0.22520602
2016-12-17,0.13388713
2016-12-18,0.06681962
2016-12-19,0.047740728
2016-12-20,0.083651416
2016-12-21,0.36184523
2016-12-22,0.15188195
2016-12-23,0.10160451
2016-12-24,0.08994624
2016-12-25,0.23474936
2016-12-26,0.03872788
2016-12-27,0.03965962
2016-12-28,0.08926666
2016-12-29,0.2242818
2016-12-30,0.07298863
2016-12-31,0.31481767
2016-09-01,0.13412909
2016-09-02,0.69366175
2016-09-03,0.6565924
2016-09-04,0.04103332
2016-09-05,0.19968177
2016-09-06,0.18049148
2016-09-07,0.17630167
2016-09-08,0.15014061
2016-09-09,0.0548222
2016-09-10,0.37931693
2016-09-11,0.16490132
2016-09-12,0.17189483
2016-09-13,0.21770963
2016-09-14,0.53536165
2016-09-15,0.14344122
2016-09-16,0.10730165
2016-09-17,0.12640065
2016-09-18,0.25673574
2016-09-19,0.24496767
2016-09-20,0.026477793
2016-09-21,0.41275898
2016-09-22,0.19262183
2016-09-23,0.22708276
2016-09-24,0.18481663
2016-09-25,0.548
2016-09-26,0.10095669
2016-09-27,0.069600746
2016-09-28,0.12857293
2016-09-29,0.034768566
2016-09-30,0.17766052
2016-10-01,0.1487721
2016-10-02,0.052503217
2016-10-03,0.03972317
2016-10-04,0.04679226
2016-10-05,0.087795064
2016-10-06,0.0681372
2016-10-07,0.07879751
2016-10-08,0.13491388
2016-10-10,0.06750086
2016-10-11,0.064703695
2016-10-12,0.02836349
2016-10-13,0.81220055
2016-10-14,0.10716726
2016-10-15,0.13093475
2016-10-16,0.036162913
2016-10-17,0.3450545
2016-10-18,0.10451271
2016-10-19,0.15694563
2016-10-20,0.1040547
2016-10-21,0.05742954
2016-10-22,0.59472364
2016-10-23,0.11544428
2016-10-24,0.023230713
2016-10-25,0.08154541
2016-10-26,0.17777331
2016-10-27,0.16810074
2016-10-28,0.38167676
2016-10-29,0.18907349
2016-10-30,0.05837324
2016-10-31,0.4572207
2016-11-01,0.07130252
2016-11-02,0.18230055
2016-11-03,0.06229153
2016-11-04,0.07328267
2016-11-05,0.072349645
2016-11-06,0.114868075
2016-11-07,0.048628
2016-11-08,0.05320501
2016-11-09,0.43066844
2016-11-10,0.21069904
2016-11-11,0.1449253
2016-11-12,0.45378914
2016-11-13,0.080026954
2016-11-14,0.36156783
2016-11-15,0.20276843
2016-11-16,0.18408188
2016-11-17,0.14366186
2016-11-18,0.035785574
2016-11-19,0.1828638
2016-11-20,0.08611665
2016-11-21,0.119407795
2016-11-22,0.0686039
2016-11-23,0.046887547
2016-11-24,0.2567086
2016-11-25,0.06352613
2016-11-26,0.17759766
2016-11-27,0.118638396
2016-11-28,0.070566066
2016-11-29,0.18285105
2016-11-30,0.088702396
2016-12-01,0.050857753
2016-12-02,0.047049828
2016-12-03,0.17007297
2016-12-04,0.11872683
2016-12-06,0.06300327
2016-12-07,0.49486786
2016-12-08,0.11406355
2016-12-09,0.14117816
2016-12-10,0.26491567
2016-12-11,0.046294585
2016-12-12,0.05084553
2016-12-13,0.072837904
2016-12-14,0.07081077
2016-12-15,0.75053394
2016-12-16,0.45022932
2016-12-18,0.12457285
2016-12-19,0.1710652
2016-12-20,0.04731254
2016-12-21,0.09130261
2016-12-22,0.32258832
2016-12-23,0.13948306
2016-12-25,0.06750086
2016-12-26,0.07962277
2016-12-27,0.13481432
2016-12-28,0.09950428
2016-12-29,0.08285917
2016-12-30,0.21056353
2016-12-31,0.37076464
2016-09-01,0.119394146
2016-09-02,0.6335506
2016-09-03,0.10024445
2016-09-04,0.027499152
2016-09-05,0.051726084
2016-09-06,0.13129249
2016-09-07,0.25460172
2016-09-08,0.19807592
2016-09-09,0.35513726
2016-09-10,0.17198543
2016-09-11,0.04769888
2016-09-12,0.095822506
2016-09-13,0.26336282
2016-09-14,0.5500418
2016-09-15,0.034602173
2016-09-16,0.07365917
2016-09-17,0.1921421
2016-09-18,0.26842985
2016-09-19,0.14070861
2016-09-20,0.007942095
2016-09-21,0.30866763
2016-09-22,0.060828816
2016-09-23,0.29278734
2016-09-24,0.07284462
2016-09-25,0.3819156
2016-09-26,0.10201582
2016-09-27,0.04863298
2016-09-28,0.028320989
2016-09-29,0.36512074
2016-09-30,0.07760009
2016-10-01,0.07009931
2016-10-02,0.031878937
2016-10-03,0.179202
2016-10-04,0.08002929
2016-10-05,0.01986376
2016-10-06,0.05248798
2016-10-07,0.046704818
2016-10-08,0.06494508
2016-10-09,0.08174414
2016-10-10,0.05292266
2016-10-11,0.029002214
2016-10-12,0.0137792975
2016-10-13,0.70787406
2016-10-14,0.11399925
2016-10-15,0.09154647
2016-10-16,0.101704
2016-10-17,0.3795558
2016-10-18,0.04700034
2016-10-19,0.062138874
2016-10-20,0.15369175
2016-10-21,0.1744312
2016-10-22,0.8159046
2016-10-23,0.15239674
2016-10-24,0.019479988
2016-10-25,0.13294664
2016-10-26,0.06782345
2016-10-27,0.28335223
2016-10-28,0.24022877
2016-10-29,0.29363248
2016-10-30,0.41020697
2016-10-31,0.14046568
2016-11-01,0.10727719
2016-11-02,0.12453619
2016-11-03,0.104875945
2016-11-04,0.06661496
2016-11-05,0.05936337
2016-11-06,0.111349404
2016-11-07,0.05009177
2016-11-08,0.08103833
2016-11-09,0.23837042
2016-11-10,0.45741737
2016-11-11,0.17778103
2016-11-12,0.36204484
2016-11-13,0.095754825
2016-11-14,0.15479976
2016-11-15,0.2095368
2016-11-16,0.08358952
2016-11-17,0.23715846
2016-11-18,0.076920286
2016-11-19,0.54009414
2016-11-20,0.14463505
2016-11-21,0.1708819
2016-11-22,0.07164749
2016-11-23,0.16064833
2016-11-24,0.10943975
2016-11-25,0.13504955
2016-11-26,0.12744865
2016-11-27,0.33965638
2016-11-28,0.13962956
2016-11-29,0.55160886
2016-11-30,0.1665708
2016-12-01,0.07797132
2016-12-02,0.1224739
2016-12-03,0.13786013
2016-12-04,0.14755003
2016-12-05,0.19698049
2016-12-06,0.90293545
2016-12-07,0.48380858
2016-12-08,0.16218273
2016-12-09,0.09355865
2016-12-10,0.05313537
2016-12-11,0.13376327
2016-12-12,0.1599654
2016-12-13,0.071160875
2016-12-14,0.036401782
2016-12-15,0.43027276
2016-12-16,0.4339669
2016-12-17,0.23969421
2016-12-18,0.18215528
2016-12-19,0.12409499
2016-12-20,0.0640958
2016-12-21,0.3259821
2016-12-22,0.26685536
2016-12-23,0.15403713
2016-12-24,0.075044334
2016-12-25,0.08069218
2016-12-26,0.092884056
2016-12-27,0.38261977
2016-12-28,0.16244191
2016-12-29,0.05102917
2016-12-30,0.102779955
2016-12-31,0.1324372
2016-09-01,0.3195273
2016-09-02,0.23450139
2016-09-03,0.29657826
2016-09-04,0.42016375
2016-09-05,0.81473976
2016-09-06,0.12903851
2016-09-07,0.2551112
2016-09-08,0.35200444
2016-09-09,0.19661462
2016-09-10,0.10725779
2016-09-11,0.15259002
2016-09-12,0.51556945
2016-09-13,0.28726956
2016-09-14,0.31667
2016-09-15,0.28597546
2016-09-16,0.67564505
2016-09-17,0.5981121
2016-09-18,0.35237387
2016-09-19,0.5955976
2016-09-20,0.7779286
2016-09-21,0.53595245
2016-09-22,0.30494663
2016-09-23,0.5268929
2016-09-24,0.21695456
2016-09-25,0.3390022
2016-09-26,0.527491
2016-09-27,0.56641763
2016-09-28,0.31998163
2016-09-29,0.19450364
2016-09-30,0.3813824
2016-10-01,0.3267906
2016-10-02,0.41706184
2016-10-03,0.2082717
2016-10-04,0.2305857
2016-10-05,0.19456498
2016-10-06,0.34266132
2016-10-07,0.2947387
2016-10-08,0.3024082
2016-10-09,0.16991246
2016-10-10,0.41339883
2016-10-11,0.19726865
2016-10-12,0.31465515
2016-10-13,0.39467165
2016-10-14,0.29311305
2016-10-15,0.2361764
2016-10-16,0.2984643
2016-10-17,0.3137335
2016-10-18,0.26094508
2016-10-19,0.37097886
2016-10-20,0.31620607
2016-10-21,0.13462296
2016-10-22,0.22068395
2016-10-23,0.25711384
2016-10-24,0.24489146
2016-10-25,0.25315017
2016-10-26,0.289821
2016-10-27,0.3553621
2016-10-28,0.38860312
2016-10-29,0.29161146
2016-10-30,0.29192966
2016-10-31,0.29394412
2016-11-01,0.29362527
2016-11-02,0.65493387
2016-11-03,0.24124068
2016-11-06,0.37000492
2016-11-07,0.31177142
2016-11-08,0.30513626
2016-11-09,0.20838143
2016-11-10,0.270371
2016-11-13,0.1591276
2016-11-14,0.47077277
2016-11-15,0.9291828
2016-11-16,0.21630584
2016-11-17,0.50833803
2016-11-18,0.2508853
2016-11-19,0.24006441
2016-11-20,0.43259075
2016-11-21,0.2750301
2016-11-22,0.3994917
2016-11-23,0.37576762
2016-11-24,0.4605104
2016-11-27,0.25453174
2016-11-28,0.3591991
2016-11-30,0.2877524
2016-12-01,0.34461316
2016-12-02,0.39121628
2016-12-03,0.38309667
2016-12-04,0.3615485
2016-12-05,0.30972168
2016-12-06,0.46130165
2016-12-07,0.32542896
2016-12-08,0.5917925
2016-12-11,0.23543698
2016-12-12,0.12188671
2016-12-13,0.20453377
2016-12-14,0.47241682
2016-12-15,0.31615663
2016-12-18,0.36391783
2016-12-19,0.19510639
2016-12-20,0.35288206
2016-12-21,0.28682774
2016-12-22,0.26616034
2016-09-01,0.09926907
2016-09-02,0.70570207
2016-09-03,0.20975426
2016-09-04,0.048053183
2016-09-05,0.032899275
2016-09-06,0.07506607
2016-09-07,0.09115664
2016-09-08,0.15953027
2016-09-09,0.09287347
2016-09-10,0.11388521
2016-09-11,0.03875134
2016-09-12,0.0644236
2016-09-13,0.16906574
2016-09-14,0.31504774
2016-09-15,0.19195487
2016-09-16,0.09705554
2016-09-17,0.09404109
2016-09-18,0.19247535
2016-09-19,0.20142953
2016-09-20,0.049946994
2016-09-21,0.124114424
2016-09-22,0.29861277
2016-09-23,0.20985925
2016-09-24,0.06963823
2016-09-25,0.135658
2016-09-26,0.04745325
2016-09-27,0.16699769
2016-09-28,0.020099165
2016-09-29,0.24069926
2016-09-30,0.18389274
2016-10-01,0.2826593
2016-10-02,0.05954217
2016-10-03,0.17199215
2016-10-04,0.14307815
2016-10-05,0.027551407
2016-10-06,0.054166622
2016-10-07,0.03664993
2016-10-08,0.23268777
2016-10-09,0.05568599
2016-10-10,0.061056398
2016-10-11,0.030115848
2016-10-12,0.028529953
2016-10-13,0.023098638
2016-10-14,0.029348096
2016-10-15,0.047643308
2016-10-16,0.054241717
2016-10-17,0.2849336
2016-10-18,0.044629436
2016-10-19,0.11605209
2016-10-20,0.09176014
2016-10-21,0.062910214
2016-10-22,0.6283564
2016-10-23,0.16673352
2016-10-24,0.0260103
2016-10-25,0.034393456
2016-10-26,0.03129185
2016-10-27,0.08756994
2016-10-28,0.5124437
2016-10-29,0.088876866
2016-10-30,0.14739
2016-10-31,0.19330095
2016-11-01,0.045422606
2016-11-02,0.083613046
2016-11-03,0.046111014
2016-11-04,0.04108781
2016-11-05,0.16906786
2016-11-06,0.109984875
2016-11-07,0.09011709
2016-11-08,0.05889054
2016-11-09,0.2636339
2016-11-11,0.17790431
2016-11-12,0.5757815
2016-11-13,0.0968399
2016-11-14,0.121835105
2016-11-15,0.09491869
2016-11-16,0.06830161
2016-11-17,0.05404392
2016-11-18,0.07003359
2016-11-19,0.10195932
2016-11-20,0.26813653
2016-11-21,0.06164078
2016-11-22,0.114579275
2016-11-23,0.08089719
2016-11-24,0.05702799
2016-11-25,0.06757742
2016-11-26,0.08716853
2016-11-27,0.1606806
2016-11-28,0.06001253
2016-11-29,0.11152424
2016-11-30,0.11635398
2016-12-01,0.08868662
2016-12-02,0.06207137
2016-12-03,0.081309
2016-12-04,0.05725179
2016-12-05,0.4676558
2016-12-06,0.48278224
2016-12-07,0.11429122
2016-12-08,0.07617852
2016-12-09,0.1833926
2016-12-10,0.058903556
2016-12-11,0.12653494
2016-12-12,0.076345004
2016-12-14,0.18280618
2016-12-15,0.8005784
2016-12-16,0.35144243
2016-12-17,0.24071805
2016-12-18,0.15601718
2016-12-19,0.08564749
2016-12-20,0.079446495
2016-12-21,0.15586054
2016-12-22,0.31072032
2016-12-23,0.10614433
2016-12-24,0.05706887
2016-12-25,0.065582305
2016-12-26,0.059828106
2016-12-27,0.07861635
2016-12-28,0.11000823
2016-12-29,0.4833798
2016-12-30,0.204214
2016-12-31,0.16707265
2016-09-01,0.10674617
2016-09-02,0.62691945
2016-09-03,0.196558
2016-09-04,0.1265576
2016-09-05,0.06251552
2016-09-06,0.04751899
2016-09-07,0.13968858
2016-09-08,0.06023917
2016-09-09,0.16454965
2016-09-10,0.1045998
2016-09-11,0.059819512
2016-09-12,0.099494755
2016-09-13,0.1313288
2016-09-14,0.32805824
2016-09-15,0.23387876
2016-09-16,0.099824585
2016-09-17,0.05096382
2016-09-18,0.114251405
2016-09-19,0.26597184
2016-09-20,0.04567738
2016-09-21,0.15185659
2016-09-22,0.21460724
2016-09-23,0.17767526
2016-09-24,0.09479691
2016-09-25,0.2691878
2016-09-26,0.11146675
2016-09-27,0.10564096
2016-09-28,0.019152176
2016-09-29,0.23666522
2016-09-30,0.2556671
